geneID,length,number_of_sites,order,site_start,site_end
YNL132W,24,17,14,2668,2692
YNL132W,28,17,15,2731,2759
YNL132W,34,17,16,2748,2782
YNL132W,31,17,17,2886,2917
YKL125W,29,2,1,788,817
YKL125W,18,2,2,1268,1286
YKL170W,22,5,1,253,275
YKL170W,65,5,2,264,329
YKL170W,21,5,3,332,353
YKL170W,22,5,4,358,380
YKL170W,30,5,5,382,412
YJR025C,24,3,1,423,447
YJR025C,19,3,2,449,468
YJR025C,28,3,3,506,534
YLR208W,33,6,1,223,256
YLR208W,23,6,2,306,329
YLR208W,46,6,3,499,545
YLR208W,66,6,4,661,727
YLR208W,63,6,5,752,815
YLR208W,36,6,6,821,857
YDR267C,66,11,1,159,225
YDR267C,36,11,2,236,272
YDR267C,30,11,3,275,305
YDR267C,25,11,4,327,352
YDR267C,58,11,5,353,411
YDR267C,48,11,6,403,451
YDR267C,34,11,7,485,519
YDR267C,19,11,8,520,539
YDR267C,21,11,9,701,722
YDR267C,70,11,10,789,859
YDR267C,16,11,11,891,907
YNL016W,17,1,1,1328,1345
YJL208C,34,4,1,511,545
YJL208C,36,4,2,547,583
YJL208C,30,4,3,665,695
YJL208C,17,4,4,696,713
YLR384C,53,16,1,630,683
YLR384C,45,16,2,855,900
YLR384C,38,16,3,969,1007
YLR384C,40,16,4,1264,1304
YLR384C,60,16,5,1975,2035
YLR384C,27,16,6,2267,2294
YLR384C,22,16,7,2574,2596
YLR384C,21,16,8,2824,2845
YLR384C,15,16,9,2868,2883
YLR384C,46,16,10,2875,2921
YLR384C,21,16,11,3174,3195
YLR384C,15,16,12,3275,3290
YLR384C,40,16,13,3465,3505
YLR384C,28,16,14,3517,3545
YLR384C,16,16,15,3657,3673
YLR384C,26,16,16,3663,3689
YLR421C,27,1,1,192,219
YDR161W,58,1,1,985,1043
YLR090W,20,3,1,618,638
YLR090W,17,3,2,1124,1141
YLR090W,36,3,3,1142,1178
YJR064W,118,8,1,891,1009
YJR064W,64,8,2,1198,1262
YJR064W,33,8,3,1308,1341
YJR064W,57,8,4,1349,1406
YJR064W,26,8,5,1423,1449
YJR064W,15,8,6,1457,1472
YJR064W,40,8,7,1528,1568
YJR064W,71,8,8,1618,1689
YNL183C,18,8,1,647,665
YNL183C,24,8,2,859,883
YNL183C,23,8,3,1434,1457
YNL183C,46,8,4,1528,1574
YNL183C,18,8,5,1575,1593
YNL183C,17,8,6,1608,1625
YNL183C,21,8,7,2002,2023
YNL183C,28,8,8,2036,2064
YOR285W,41,1,1,258,299
YML022W,28,1,1,235,263
YCR065W,26,4,1,1230,1256
YCR065W,33,4,2,1282,1315
YCR065W,33,4,3,1322,1355
YCR065W,39,4,4,1599,1638
YJR031C,24,10,1,346,370
YJR031C,40,10,2,372,412
YJR031C,20,10,3,440,460
YJR031C,15,10,4,1464,1479
YJR031C,16,10,5,2370,2386
YJR031C,18,10,6,2619,2637
YJR031C,21,10,7,2646,2667
YJR031C,32,10,8,2889,2921
YJR031C,39,10,9,3633,3672
YJR031C,21,10,10,4159,4180
YPR159W,63,4,1,284,347
YPR159W,56,4,2,438,494
YPR159W,26,4,3,643,669
YPR159W,22,4,4,1996,2018
YDR074W,26,13,1,302,328
YDR074W,35,13,2,332,367
YDR074W,37,13,3,422,459
YDR074W,41,13,4,554,595
YDR074W,32,13,5,869,901
YDR074W,22,13,6,1461,1483
YDR074W,25,13,7,1711,1736
YDR074W,18,13,8,1829,1847
YDR074W,18,13,9,1900,1918
YDR074W,23,13,10,2128,2151
YDR074W,45,13,11,2257,2302
YDR074W,52,13,12,2309,2361
YDR074W,33,13,13,2348,2381
YPR075C,39,7,1,449,488
YPR075C,15,7,2,521,536
YPR075C,30,7,3,756,786
YPR075C,46,7,4,789,835
YPR075C,17,7,5,861,878
YPR075C,34,7,6,881,915
YPR075C,71,7,7,916,987
YML053C,32,1,1,300,332
YAL014C,43,1,1,420,463
YFL049W,17,10,1,210,227
YFL049W,87,10,2,217,304
YFL049W,29,10,3,874,903
YFL049W,45,10,4,1041,1086
YFL049W,15,10,5,1104,1119
YFL049W,45,10,6,1334,1379
YFL049W,15,10,7,1380,1395
YFL049W,21,10,8,1484,1505
YFL049W,15,10,9,1566,1581
YFL049W,18,10,10,1603,1621
YKR018C,16,4,1,251,267
YKR018C,23,4,2,1494,1517
YKR018C,28,4,3,1991,2019
YKR018C,47,4,4,2121,2168
YNL309W,158,6,1,473,631
YNL309W,38,6,2,726,764
YNL309W,21,6,3,789,810
YNL309W,26,6,4,957,983
YNL309W,26,6,5,1074,1100
YNL309W,41,6,6,1125,1166
YER099C,17,3,1,173,190
YER099C,25,3,2,255,280
YER099C,33,3,3,842,875
YDL150W,77,2,1,716,793
YDL150W,36,2,2,780,816
YOR171C,15,5,1,675,690
YOR171C,48,5,2,852,900
YOR171C,28,5,3,902,930
YOR171C,21,5,4,1365,1386
YOR171C,19,5,5,1387,1406
YHR084W,24,11,1,348,372
YHR084W,76,11,2,394,470
YHR084W,36,11,3,457,493
YHR084W,20,11,4,1761,1781
YHR084W,39,11,5,1784,1823
YHR084W,20,11,6,1834,1854
YHR084W,15,11,7,1856,1871
YHR084W,15,11,8,1925,1940
YHR084W,23,11,9,1947,1970
YHR084W,18,11,10,2022,2040
YHR084W,20,11,11,2045,2065
YKL003C,38,1,1,252,290
YBR218C,24,19,1,685,709
YBR218C,79,19,2,908,987
YBR218C,34,19,3,987,1021
YBR218C,16,19,4,1212,1228
YBR218C,18,19,5,1242,1260
YBR218C,32,19,6,1267,1299
YBR218C,56,19,7,1652,1708
YBR218C,36,19,8,1797,1833
YBR218C,48,19,9,1854,1902
YBR218C,26,19,10,1996,2022
YBR218C,38,19,11,2046,2084
YBR218C,17,19,12,2495,2512
YBR218C,30,19,13,2676,2706
YBR218C,27,19,14,3042,3069
YBR218C,42,19,15,3071,3113
YBR218C,26,19,16,3123,3149
YBR218C,62,19,17,3156,3218
YBR218C,18,19,18,3221,3239
YBR218C,58,19,19,3453,3511
YGL095C,17,10,1,352,369
YGL095C,17,10,2,373,390
YGL095C,29,10,3,377,406
YGL095C,24,10,4,473,497
YGL095C,45,10,5,776,821
YGL095C,22,10,6,969,991
YGL095C,25,10,7,1020,1045
YGL095C,48,10,8,1039,1087
YGL095C,38,10,9,1159,1197
YGL095C,32,10,10,1599,1631
YBR257W,23,3,1,435,458
YBR257W,27,3,2,784,811
YBR257W,30,3,3,806,836
YPL028W,85,7,1,638,723
YPL028W,26,7,2,750,776
YPL028W,60,7,3,790,850
YPL028W,15,7,4,926,941
YPL028W,67,7,5,942,1009
YPL028W,90,7,6,1010,1100
YPL028W,84,7,7,1103,1187
YLR359W,24,7,1,562,586
YLR359W,40,7,2,647,687
YLR359W,21,7,3,806,827
YLR359W,26,7,4,949,975
YLR359W,22,7,5,1038,1060
YLR359W,57,7,6,1051,1108
YLR359W,57,7,7,1208,1265
YHR069C,24,3,1,414,438
YHR069C,55,3,2,426,481
YHR069C,16,3,3,716,732
YGR133W,38,1,1,208,246
YGR142W,29,6,1,279,308
YGR142W,38,6,2,550,588
YGR142W,21,6,3,630,651
YGR142W,20,6,4,728,748
YGR142W,25,6,5,1027,1052
YGR142W,28,6,6,1145,1173
YBR175W,18,4,1,698,716
YBR175W,41,4,2,712,753
YBR175W,17,4,3,760,777
YBR175W,49,4,4,790,839
YHR005C,29,6,1,261,290
YHR005C,16,6,2,334,350
YHR005C,20,6,3,479,499
YHR005C,37,6,4,626,663
YHR005C,28,6,5,1250,1278
YHR005C,39,6,6,1332,1371
YJL081C,19,14,1,364,383
YJL081C,17,14,2,592,609
YJL081C,33,14,3,633,666
YJL081C,36,14,4,734,770
YJL081C,55,14,5,771,826
YJL081C,16,14,6,938,954
YJL081C,16,14,7,960,976
YJL081C,19,14,8,1031,1050
YJL081C,22,14,9,1142,1164
YJL081C,15,14,10,1220,1235
YJL081C,36,14,11,1250,1286
YJL081C,61,14,12,1329,1390
YJL081C,17,14,13,1392,1409
YJL081C,31,14,14,1427,1458
YPL198W,22,1,1,403,425
YKL192C,152,1,1,200,352
YGL082W,35,3,1,416,451
YGL082W,43,3,2,602,645
YGL082W,110,3,3,756,866
YPL146C,60,5,1,717,777
YPL146C,67,5,2,781,848
YPL146C,18,5,3,1056,1074
YPL146C,54,5,4,1152,1206
YPL146C,25,5,5,1293,1318
YPL139C,28,3,1,338,366
YPL139C,48,3,2,378,426
YPL139C,22,3,3,863,885
YNL138W,16,9,1,179,195
YNL138W,27,9,2,212,239
YNL138W,35,9,3,354,389
YNL138W,21,9,4,518,539
YNL138W,15,9,5,567,582
YNL138W,37,9,6,589,626
YNL138W,58,9,7,700,758
YNL138W,33,9,8,821,854
YNL138W,52,9,9,1358,1410
YPL100W,26,3,1,561,587
YPL100W,26,3,2,972,998
YPL100W,29,3,3,1431,1460
YPR098C,77,1,1,406,483
YNL001W,48,2,1,310,358
YNL001W,19,2,2,791,810
YDL236W,49,2,1,325,374
YDL236W,47,2,2,451,498
YJL080C,34,9,1,704,738
YJL080C,20,9,2,779,799
YJL080C,23,9,3,859,882
YJL080C,148,9,4,989,1137
YJL080C,16,9,5,1143,1159
YJL080C,66,9,6,1948,2014
YJL080C,22,9,7,2870,2892
YJL080C,30,9,8,3529,3559
YJL080C,46,9,9,3560,3606
YIL046W,37,3,1,1382,1419
YIL046W,22,3,2,1466,1488
YIL046W,24,3,3,1737,1761
YFR009W,28,4,1,533,561
YFR009W,19,4,2,844,863
YFR009W,42,4,3,850,892
YFR009W,23,4,4,1606,1629
YGR179C,41,2,1,510,551
YGR179C,31,2,2,1091,1122
YGR102C,63,2,1,264,327
YGR102C,19,2,2,494,513
YJL137C,40,2,1,767,807
YJL137C,22,2,2,1075,1097
YBR115C,35,14,1,186,221
YBR115C,18,14,2,344,362
YBR115C,18,14,3,939,957
YBR115C,35,14,4,1152,1187
YBR115C,57,14,5,1560,1617
YBR115C,31,14,6,1614,1645
YBR115C,58,14,7,1696,1754
YBR115C,147,14,8,1808,1955
YBR115C,65,14,9,1959,2024
YBR115C,37,14,10,2069,2106
YBR115C,46,14,11,2221,2267
YBR115C,38,14,12,3351,3389
YBR115C,35,14,13,3377,3412
YBR115C,24,14,14,3819,3843
YDR448W,21,6,1,623,644
YDR448W,37,6,2,680,717
YDR448W,42,6,3,875,917
YDR448W,15,6,4,919,934
YDR448W,35,6,5,959,994
YDR448W,22,6,6,1271,1293
YJR111C,24,2,1,459,483
YJR111C,28,2,2,485,513
YFL023W,44,7,1,234,278
YFL023W,44,7,2,359,403
YFL023W,30,7,3,1084,1114
YFL023W,15,7,4,1469,1484
YFL023W,23,7,5,1674,1697
YFL023W,29,7,6,2078,2107
YFL023W,25,7,7,2322,2347
YOR184W,41,4,1,272,313
YOR184W,133,4,2,412,545
YOR184W,29,4,3,540,569
YOR184W,33,4,4,797,830
YNL116W,89,5,1,1119,1208
YNL116W,27,5,2,1237,1264
YNL116W,36,5,3,1268,1304
YNL116W,16,5,4,1499,1515
YNL116W,35,5,5,1517,1552
YDR092W,59,1,1,350,409
YNL139C,18,7,1,536,554
YNL139C,16,7,2,2990,3006
YNL139C,21,7,3,3250,3271
YNL139C,53,7,4,4473,4526
YNL139C,78,7,5,4623,4701
YNL139C,21,7,6,4710,4731
YNL139C,24,7,7,4734,4758
YDR361C,17,3,1,453,470
YDR361C,30,3,2,777,807
YDR361C,29,3,3,795,824
YBR171W,32,1,1,207,239
YNL005C,29,2,1,739,768
YNL005C,16,2,2,1085,1101
YJL157C,28,21,1,394,422
YJL157C,40,21,2,890,930
YJL157C,46,21,3,1062,1108
YJL157C,18,21,4,1233,1251
YJL157C,45,21,5,1297,1342
YJL157C,35,21,6,1355,1390
YJL157C,17,21,7,1407,1424
YJL157C,15,21,8,1428,1443
YJL157C,16,21,9,1448,1464
YJL157C,38,21,10,1512,1550
YJL157C,46,21,11,1551,1597
YJL157C,34,21,12,1634,1668
YJL157C,39,21,13,1657,1696
YJL157C,30,21,14,1737,1767
YJL157C,23,21,15,1797,1820
YJL157C,40,21,16,1883,1923
YJL157C,23,21,17,1971,1994
YJL157C,46,21,18,2165,2211
YJL157C,29,21,19,2343,2372
YJL157C,33,21,20,2420,2453
YJL157C,30,21,21,2449,2479
YHR206W,28,2,1,1133,1161
YHR206W,57,2,2,1226,1283
YKL181W,207,11,1,139,346
YKL181W,112,11,2,354,466
YKL181W,26,11,3,469,495
YKL181W,66,11,4,496,562
YKL181W,32,11,5,631,663
YKL181W,17,11,6,669,686
YKL181W,18,11,7,689,707
YKL181W,102,11,8,769,871
YKL181W,17,11,9,872,889
YKL181W,31,11,10,883,914
YKL181W,28,11,11,1207,1235
YDL229W,46,12,1,197,243
YDL229W,20,12,2,252,272
YDL229W,15,12,3,278,293
YDL229W,23,12,4,310,333
YDL229W,103,12,5,359,462
YDL229W,46,12,6,469,515
YDL229W,44,12,7,544,588
YDL229W,55,12,8,593,648
YDL229W,78,12,9,783,861
YDL229W,29,12,10,849,878
YDL229W,33,12,11,1039,1072
YDL229W,32,12,12,1474,1506
YOL032W,32,1,1,239,271
YML063W,176,3,1,354,530
YML063W,63,3,2,581,644
YML063W,62,3,3,658,720
YHR027C,57,10,1,415,472
YHR027C,48,10,2,734,782
YHR027C,62,10,3,850,912
YHR027C,22,10,4,974,996
YHR027C,19,10,5,1793,1812
YHR027C,20,10,6,1995,2015
YHR027C,65,10,7,2149,2214
YHR027C,31,10,8,2622,2653
YHR027C,48,10,9,2742,2790
YHR027C,46,10,10,2842,2888
YKL075C,36,1,1,514,550
YFR007W,46,3,1,525,571
YFR007W,20,3,2,610,630
YFR007W,24,3,3,884,908
YJL180C,17,2,1,178,195
YJL180C,50,2,2,196,246
YKR090W,33,5,1,1018,1051
YKR090W,17,5,2,1335,1352
YKR090W,27,5,3,1439,1466
YKR090W,29,5,4,1788,1817
YKR090W,29,5,5,2012,2041
YHL030W,18,13,1,352,370
YHL030W,37,13,2,414,451
YHL030W,17,13,3,1571,1588
YHL030W,29,13,4,1975,2004
YHL030W,30,13,5,2723,2753
YHL030W,18,13,6,3554,3572
YHL030W,26,13,7,3575,3601
YHL030W,25,13,8,3721,3746
YHL030W,24,13,9,4063,4087
YHL030W,34,13,10,4765,4799
YHL030W,27,13,11,4809,4836
YHL030W,30,13,12,5052,5082
YHL030W,18,13,13,5100,5118
YBR200W,33,7,1,611,644
YBR200W,18,7,2,649,667
YBR200W,19,7,3,1166,1185
YBR200W,43,7,4,1186,1229
YBR200W,36,7,5,1566,1602
YBR200W,19,7,6,1615,1634
YBR200W,31,7,7,1621,1652
YNL262W,43,19,1,734,777
YNL262W,29,19,2,875,904
YNL262W,15,19,3,1238,1253
YNL262W,22,19,4,1255,1277
YNL262W,19,19,5,1606,1625
YNL262W,20,19,6,1628,1648
YNL262W,18,19,7,1657,1675
YNL262W,18,19,8,1973,1991
YNL262W,19,19,9,2161,2180
YNL262W,21,19,10,2501,2522
YNL262W,28,19,11,2557,2585
YNL262W,26,19,12,3045,3071
YNL262W,20,19,13,3195,3215
YNL262W,27,19,14,3295,3322
YNL262W,30,19,15,3312,3342
YNL262W,50,19,16,3408,3458
YNL262W,41,19,17,3795,3836
YNL262W,17,19,18,4340,4357
YNL262W,21,19,19,5198,5219
YGL077C,44,1,1,229,273
YPL204W,35,5,1,605,640
YPL204W,33,5,2,925,958
YPL204W,31,5,3,945,976
YPL204W,28,5,4,1144,1172
YPL204W,18,5,5,1217,1235
YOL069W,17,3,1,250,267
YOL069W,25,3,2,581,606
YOL069W,18,3,3,788,806
YKL184W,17,5,1,447,464
YKL184W,16,5,2,466,482
YKL184W,45,5,3,609,654
YKL184W,65,5,4,757,822
YKL184W,30,5,5,1150,1180
YDR412W,32,1,1,523,555
YIL009C-A,54,1,1,178,232
YOR352W,35,2,1,810,845
YOR352W,17,2,2,912,929
YOR091W,42,2,1,237,279
YOR091W,25,2,2,686,711
YBR157C,15,6,1,342,357
YBR157C,49,6,2,414,463
YBR157C,15,6,3,465,480
YBR157C,15,6,4,492,507
YBR157C,26,6,5,633,659
YBR157C,50,6,6,648,698
YNL284C,39,2,1,459,498
YNL284C,17,2,2,901,918
YHR071W,17,1,1,453,470
YOR355W,42,1,1,353,395
YGR086C,77,3,1,539,616
YGR086C,36,3,2,709,745
YGR086C,58,3,3,926,984
YIL026C,17,4,1,987,1004
YIL026C,30,4,2,1698,1728
YIL026C,27,4,3,2556,2583
YIL026C,63,4,4,2922,2985
YGL151W,16,4,1,502,518
YGL151W,21,4,2,1349,1370
YGL151W,37,4,3,1371,1408
YGL151W,35,4,4,1395,1430
YBR197C,30,1,1,624,654
YHR147C,28,2,1,244,272
YHR147C,25,2,2,300,325
YJR091C,63,6,1,350,413
YJR091C,32,6,2,1332,1364
YJR091C,16,6,3,2065,2081
YJR091C,58,6,4,2202,2260
YJR091C,35,6,5,2342,2377
YJR091C,15,6,6,2823,2838
YHR038W,15,5,1,194,209
YHR038W,171,5,2,211,382
YHR038W,24,5,3,397,421
YHR038W,30,5,4,458,488
YHR038W,50,5,5,578,628
YGR124W,72,13,1,206,278
YGR124W,17,13,2,364,381
YGR124W,55,13,3,382,437
YGR124W,73,13,4,523,596
YGR124W,36,13,5,627,663
YGR124W,35,13,6,692,727
YGR124W,63,13,7,778,841
YGR124W,46,13,8,1139,1185
YGR124W,49,13,9,1186,1235
YGR124W,95,13,10,1416,1511
YGR124W,71,13,11,1513,1584
YGR124W,71,13,12,1583,1654
YGR124W,22,13,13,1688,1710
YPL126W,25,6,1,261,286
YPL126W,72,6,2,289,361
YPL126W,33,6,3,447,480
YPL126W,54,6,4,1387,1441
YPL126W,50,6,5,1495,1545
YPL126W,26,6,6,1958,1984
YJR142W,105,4,1,614,719
YJR142W,24,4,2,821,845
YJR142W,24,4,3,847,871
YJR142W,32,4,4,919,951
YFL026W,33,1,1,1173,1206
YJL197W,48,12,1,485,533
YJL197W,53,12,2,522,575
YJL197W,26,12,3,926,952
YJL197W,30,12,4,1136,1166
YJL197W,17,12,5,1562,1579
YJL197W,27,12,6,1721,1748
YJL197W,40,12,7,2641,2681
YJL197W,17,12,8,2945,2962
YJL197W,34,12,9,3140,3174
YJL197W,48,12,10,3342,3390
YJL197W,20,12,11,3545,3565
YJL197W,42,12,12,3577,3619
YOR251C,121,2,1,204,325
YOR251C,35,2,2,312,347
YPR181C,75,17,1,276,351
YPR181C,20,17,2,361,381
YPR181C,35,17,3,472,507
YPR181C,40,17,4,653,693
YPR181C,28,17,5,696,724
YPR181C,45,17,6,786,831
YPR181C,86,17,7,1104,1190
YPR181C,39,17,8,1192,1231
YPR181C,26,17,9,1235,1261
YPR181C,41,17,10,1280,1321
YPR181C,20,17,11,1383,1403
YPR181C,21,17,12,1404,1425
YPR181C,20,17,13,1592,1612
YPR181C,73,17,14,1599,1672
YPR181C,35,17,15,1668,1703
YPR181C,45,17,16,1800,1845
YPR181C,26,17,17,2084,2110
YCL008C,16,1,1,274,290
YDR529C,27,2,1,210,237
YDR529C,56,2,2,320,376
YGR044C,16,6,1,489,505
YGR044C,31,6,2,606,637
YGR044C,42,6,3,638,680
YGR044C,16,6,4,701,717
YGR044C,36,6,5,723,759
YGR044C,28,6,6,860,888
YOR204W,44,4,1,274,318
YOR204W,91,4,2,862,953
YOR204W,64,4,3,962,1026
YOR204W,24,4,4,1653,1677
YEL012W,33,3,1,215,248
YEL012W,40,3,2,245,285
YEL012W,26,3,3,587,613
YDL006W,35,1,1,610,645
YER123W,36,3,1,545,581
YER123W,21,3,2,728,749
YER123W,17,3,3,972,989
YJL012C,32,8,1,308,340
YJL012C,39,8,2,387,426
YJL012C,28,8,3,587,615
YJL012C,24,8,4,992,1016
YJL012C,220,8,5,1026,1246
YJL012C,45,8,6,1408,1453
YJL012C,20,8,7,1474,1494
YJL012C,27,8,8,2013,2040
YLL008W,22,6,1,914,936
YLL008W,21,6,2,1052,1073
YLL008W,25,6,3,1408,1433
YLL008W,17,6,4,1443,1460
YLL008W,38,6,5,1482,1520
YLL008W,18,6,6,2171,2189
YDR505C,16,6,1,1285,1301
YDR505C,42,6,2,1707,1749
YDR505C,18,6,3,2271,2289
YDR505C,27,6,4,2402,2429
YDR505C,20,6,5,2467,2487
YDR505C,24,6,6,2488,2512
YKL206C,38,2,1,372,410
YKL206C,29,2,2,513,542
YLR022C,17,3,1,329,346
YLR022C,49,3,2,487,536
YLR022C,27,3,3,562,589
YOR246C,16,2,1,631,647
YOR246C,30,2,2,638,668
YPL226W,75,18,1,580,655
YPL226W,58,18,2,691,749
YPL226W,99,18,3,1603,1702
YPL226W,46,18,4,1793,1839
YPL226W,21,18,5,1966,1987
YPL226W,24,18,6,2321,2345
YPL226W,30,18,7,2333,2363
YPL226W,46,18,8,2405,2451
YPL226W,16,18,9,2585,2601
YPL226W,31,18,10,2600,2631
YPL226W,18,18,11,2684,2702
YPL226W,21,18,12,2704,2725
YPL226W,15,18,13,2748,2763
YPL226W,60,18,14,2779,2839
YPL226W,20,18,15,2983,3003
YPL226W,36,18,16,3011,3047
YPL226W,30,18,17,3263,3293
YPL226W,24,18,18,3559,3583
YLR375W,27,3,1,207,234
YLR375W,31,3,2,881,912
YLR375W,18,3,3,932,950
YGL039W,54,3,1,365,419
YGL039W,15,3,2,632,647
YGL039W,23,3,3,663,686
YER183C,20,1,1,460,480
YOL021C,62,18,1,203,265
YOL021C,41,18,2,497,538
YOL021C,17,18,3,549,566
YOL021C,38,18,4,674,712
YOL021C,19,18,5,778,797
YOL021C,22,18,6,1004,1026
YOL021C,15,18,7,1306,1321
YOL021C,57,18,8,1424,1481
YOL021C,27,18,9,1492,1519
YOL021C,44,18,10,1855,1899
YOL021C,72,18,11,1971,2043
YOL021C,20,18,12,2060,2080
YOL021C,33,18,13,2109,2142
YOL021C,22,18,14,2177,2199
YOL021C,16,18,15,2417,2433
YOL021C,15,18,16,2580,2595
YOL021C,38,18,17,2641,2679
YOL021C,24,18,18,2948,2972
YBR104W,56,4,1,295,351
YBR104W,24,4,2,445,469
YBR104W,59,4,3,628,687
YBR104W,19,4,4,761,780
YHR030C,26,3,1,310,336
YHR030C,15,3,2,1152,1167
YHR030C,52,3,3,1357,1409
YMR319C,59,4,1,207,266
YMR319C,29,4,2,269,298
YMR319C,36,4,3,369,405
YMR319C,48,4,4,407,455
YBR085W,41,1,1,705,746
YKL018W,30,2,1,251,281
YKL018W,71,2,2,527,598
YEL034W,22,2,1,223,245
YEL034W,19,2,2,274,293
YHL001W,33,1,1,191,224
YNR050C,20,10,1,233,253
YNR050C,27,10,2,258,285
YNR050C,50,10,3,322,372
YNR050C,26,10,4,410,436
YNR050C,21,10,5,466,487
YNR050C,43,10,6,554,597
YNR050C,82,10,7,750,832
YNR050C,25,10,8,980,1005
YNR050C,48,10,9,1104,1152
YNR050C,31,10,10,1209,1240
YKR100C,41,2,1,210,251
YKR100C,28,2,2,520,548
YGR180C,31,3,1,242,273
YGR180C,47,3,2,823,870
YGR180C,23,3,3,1015,1038
YOR260W,35,7,1,531,566
YOR260W,20,7,2,683,703
YOR260W,71,7,3,939,1010
YOR260W,34,7,4,1171,1205
YOR260W,29,7,5,1246,1275
YOR260W,57,7,6,1493,1550
YOR260W,159,7,7,1551,1710
YPL260W,45,5,1,301,346
YPL260W,22,5,2,559,581
YPL260W,21,5,3,990,1011
YPL260W,19,5,4,1384,1403
YPL260W,45,5,5,1437,1482
YML110C,36,1,1,642,678
YNR016C,33,35,1,189,222
YNR016C,49,35,2,359,408
YNR016C,48,35,3,740,788
YNR016C,91,35,4,860,951
YNR016C,29,35,5,985,1014
YNR016C,68,35,6,1015,1083
YNR016C,90,35,7,1087,1177
YNR016C,31,35,8,1508,1539
YNR016C,51,35,9,1732,1783
YNR016C,19,35,10,2029,2048
YNR016C,16,35,11,2176,2192
YNR016C,52,35,12,2267,2319
YNR016C,35,35,13,2789,2824
YNR016C,25,35,14,2979,3004
YNR016C,27,35,15,3090,3117
YNR016C,51,35,16,3426,3477
YNR016C,65,35,17,3491,3556
YNR016C,25,35,18,3733,3758
YNR016C,37,35,19,3842,3879
YNR016C,41,35,20,4069,4110
YNR016C,47,35,21,4368,4415
YNR016C,39,35,22,4403,4442
YNR016C,92,35,23,4576,4668
YNR016C,43,35,24,4716,4759
YNR016C,33,35,25,4959,4992
YNR016C,37,35,26,5338,5375
YNR016C,41,35,27,5362,5403
YNR016C,35,35,28,5598,5633
YNR016C,49,35,29,5666,5715
YNR016C,86,35,30,5746,5832
YNR016C,28,35,31,6065,6093
YNR016C,29,35,32,6243,6272
YNR016C,50,35,33,6294,6344
YNR016C,31,35,34,6494,6525
YNR016C,49,35,35,6608,6657
YOL010W,17,5,1,421,438
YOL010W,22,5,2,448,470
YOL010W,23,5,3,573,596
YOL010W,21,5,4,600,621
YOL010W,23,5,5,756,779
YGL048C,204,8,1,177,381
YGL048C,176,8,2,383,559
YGL048C,329,8,3,566,895
YGL048C,22,8,4,908,930
YGL048C,37,8,5,980,1017
YGL048C,81,8,6,1019,1100
YGL048C,29,8,7,1101,1130
YGL048C,71,8,8,1143,1214
YOR083W,19,1,1,316,335
YMR193W,38,1,1,566,604
YCR053W,17,5,1,280,297
YCR053W,21,5,2,417,438
YCR053W,32,5,3,435,467
YCR053W,48,5,4,942,990
YCR053W,21,5,5,1364,1385
YER072W,33,1,1,227,260
YKL106W,47,4,1,192,239
YKL106W,19,4,2,271,290
YKL106W,36,4,3,359,395
YKL106W,26,4,4,544,570
YGL019W,35,2,1,238,273
YGL019W,57,2,2,656,713
YNL330C,24,5,1,175,199
YNL330C,53,5,2,313,366
YNL330C,47,5,3,915,962
YNL330C,30,5,4,1007,1037
YNL330C,41,5,5,1188,1229
YPR029C,27,3,1,267,294
YPR029C,36,3,2,945,981
YPR029C,38,3,3,1248,1286
YJL034W,50,1,1,168,218
YLR420W,23,6,1,293,316
YLR420W,15,6,2,561,576
YLR420W,84,6,3,799,883
YLR420W,30,6,4,887,917
YLR420W,82,6,5,932,1014
YLR420W,29,6,6,1052,1081
YCR088W,17,4,1,471,488
YCR088W,23,4,2,492,515
YCR088W,44,4,3,1067,1111
YCR088W,31,4,4,1287,1318
YDR208W,18,5,1,614,632
YDR208W,25,5,2,762,787
YDR208W,16,5,3,1690,1706
YDR208W,30,5,4,1762,1792
YDR208W,22,5,5,1902,1924
YBR091C,20,1,1,270,290
YDR075W,44,2,1,419,463
YDR075W,21,2,2,866,887
YGR220C,31,4,1,206,237
YGR220C,15,4,2,521,536
YGR220C,15,4,3,669,684
YGR220C,30,4,4,697,727
YDL153C,27,2,1,827,854
YDL153C,22,2,2,986,1008
YOR176W,19,5,1,570,589
YOR176W,45,5,2,726,771
YOR176W,41,5,3,797,838
YOR176W,48,5,4,827,875
YOR176W,75,5,5,929,1004
YHR187W,32,1,1,515,547
YDL108W,46,5,1,223,269
YDL108W,33,5,2,406,439
YDL108W,31,5,3,741,772
YDL108W,36,5,4,770,806
YDL108W,20,5,5,884,904
YGR275W,23,2,1,206,229
YGR275W,15,2,2,406,421
YIR033W,51,5,1,638,689
YIR033W,15,5,2,749,764
YIR033W,31,5,3,860,891
YIR033W,30,5,4,2326,2356
YIR033W,22,5,5,3251,3273
YDL084W,31,7,1,433,464
YDL084W,21,7,2,542,563
YDL084W,20,7,3,574,594
YDL084W,74,7,4,612,686
YDL084W,33,7,5,719,752
YDL084W,47,7,6,875,922
YDL084W,31,7,7,909,940
YGR208W,32,4,1,566,598
YGR208W,17,4,2,640,657
YGR208W,33,4,3,648,681
YGR208W,33,4,4,687,720
YPL059W,17,1,1,197,214
YMR120C,37,10,1,329,366
YMR120C,67,10,2,535,602
YMR120C,30,10,3,589,619
YMR120C,52,10,4,726,778
YMR120C,38,10,5,1056,1094
